Name,Calories,Total Fat,Saturated Fat,Trans Fat,Polyunsaturated Fat,Monounsaturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Vitamin A,Vitamin C
longans,60,0.1g,0,0,0,0,0mg,0mg,15.14g,1.1g,0,1.31g,0,1mg,0.13mg,266mg,0,84mg
loquats,47,0.2g,0.04g,0,0.091g,0.008g,0mg,1mg,12.14g,1.7g,0,0.43g,0,16mg,0.28mg,266mg,76mcg,1mg
lotus-root,74,0.1g,0.03g,0,0.02g,0.02g,0mg,40mg,17.23g,4.9g,0,2.6g,0,45mg,1.16mg,556mg,0mcg,44mg
macadamia-flavored-formulated-nuts-(without-salt-wheat-based),619,56.5g,8.482g,0,21.867g,23.521g,0mg,47mg,27.91g,5.2g,0,11.19g,0,20mg,2mg,261mg,0mcg,0.1mg
macadamia-nuts,718,75.77g,12.061g,0,1.502g,58.877g,0mg,5mg,13.82g,8.6g,4.57g,7.91g,0,85mg,3.69mg,368mg,0mcg,1.2mg
macaroni-(enriched-cooked),158,0.93g,0.176g,0,0.319g,0.131g,0mg,1mg,30.86g,1.8g,0.56g,5.8g,0,7mg,1.33mg,45mg,0mcg,0mg
macaroni-(protein-fortified-enriched),375,2.23g,0.328g,0,0.986g,0.271g,0mg,8mg,67.56g,2.4g,0,19.86g,0,39mg,4.15mg,201mg,0mcg,0mg
macaroni-(protein-fortified-enriched-cooked),164,0.21g,0.032g,0,0.095g,0.026g,0mg,5mg,31.66g,0,0,8.08g,0,10mg,0.72mg,42mg,0mcg,0mg
macaroni-(cooked),158,0.93g,0.176g,0,0.319g,0.131g,0mg,1mg,30.86g,1.8g,0.56g,5.8g,0,7mg,0.5mg,45mg,0mcg,0mg
mace-(ground),475,32.38g,9.51g,0,4.39g,11.17g,0mg,80mg,50.5g,20.2g,0,6.71g,0,252mg,13.9mg,463mg,40mcg,21mg
malabar-spinach-(cooked),23,0.78g,0,0,0,0,0mg,55mg,2.71g,2.1g,0,2.98g,0,124mg,1.48mg,256mg,58mcg,5.9mg
malt-beverage,37,0.12g,0.024g,0,0.056g,0.015g,0mg,13mg,8.06g,0g,8.06g,0.21g,0,7mg,0.06mg,8mg,0mcg,0.5mg
malted-drink-powder-mix-(natural),429,9.52g,4.762g,0,1.429g,2.031g,24mg,405mg,71.43g,0.9g,47.62g,14.29g,0,298mg,0.7mg,758mg,82mcg,2.9mg
malt-syrup,318,0g,0g,0,0g,0g,0mg,35mg,71.3g,0g,71.3g,6.2g,0,61mg,0.96mg,320mg,0mcg,0mg
macaroni-(vegetable-enriched-cooked),367,1.04g,0.15g,0,0.426g,0.12g,0mg,43mg,74.88g,4.3g,0,13.14g,0,34mg,4.28mg,285mg,8mcg,0mg
macaroni-(protein-fortified-enriched-cooked-2),164,0.21g,0.032g,0,0.095g,0.026g,0mg,5mg,30.88g,1.5g,0,8.86g,0,10mg,0.72mg,42mg,0mcg,0mg
macaroni-and-cheese-entree-(canned),82,2.46g,0.881g,0,0.303g,0.6g,6mg,421mg,11.52g,0.5g,0.5g,3.38g,0,35mg,0.9mg,84mg,17mcg,0mg
malted-flour-bran-cereal,287,2.1g,0.3g,0,1.101g,0.316g,0mg,417mg,78.2g,28.6g,24.4g,12.7g,0mcg,76mg,27.93mg,947mg,776mcg,0mg
malt-o-meal-honey-graham-cereal-cereals-ready-to-eat,379,3.02g,0.52g,0.25g,1.25g,1.11g,0mg,909mg,82.83g,5.2g,31.03g,5.03g,4mcg,1190mg,16.5mg,158mg,405mcg,21.3mg
malt-o-meal-cereal-(with-water-without-salt),42,0.15g,0.035g,0,0.086g,0.02g,0mg,3mg,8.72g,0.5g,0.13g,1.36g,0,61mg,6.43mg,20mg,0,0.1mg
malted-drink-powder-mix-(natural-with-added-nutrients),376,1.33g,0g,0,0g,0g,0mg,259mg,84.65g,0g,65.84g,9.41g,0,376mg,12.7mg,969mg,3174mcg,127mg
malted-drink-powder-mix-(natural-with-added-nutrients-and-whole-milk),86,3.21g,1.83g,0,0.213g,0.802g,11mg,72mg,10.67g,0g,8.37g,3.67g,0,123mg,1.36mg,200mg,281mcg,10.4mg
malted-drink-powder-mix-(natural-with-whole-milk),88,3.62g,2.039g,0,0.276g,0.903g,12mg,79mg,10.23g,0.1g,9.56g,3.86g,0,117mg,0.09mg,183mg,33mcg,0.2mg
mammy-apple-(mamey),51,0.5g,0.136g,0,0.079g,0.205g,0mg,15mg,12.5g,3g,0,0.5g,0,11mg,0.7mg,47mg,12mcg,14mg
mangos,65,0.27g,0.066g,0,0.051g,0.101g,0mg,2mg,17g,1.8g,14.8g,0.51g,0,10mg,0.13mg,156mg,38mcg,27.7mg
manhattan-clam-chowder-(chunky-canned),57,1.43g,0.893g,0,0.051g,0.416g,6mg,423mg,7.95g,1.2g,1.69g,3.06g,0,28mg,1.12mg,162mg,71mcg,5.2mg
manhattan-clam-chowder-(canned-condensed),61,1.76g,0.305g,0,1.027g,0.305g,2mg,457mg,9.74g,1.2g,2.7g,1.74g,0,19mg,1.3mg,150mg,41mcg,3.2mg
manhattan-clam-chowder-(with-equal-volume-water-canned),33,0.94g,0.162g,0,0.546g,0.162g,1mg,244mg,5.17g,0.6g,0.48g,0.93g,0,11mg,0.69mg,79mg,24mcg,1.7mg
mangosteen-(syrup-pack-canned),73,0.58g,0,0,0,0,0mg,7mg,17.91g,1.8g,0,0.41g,0,12mg,0.3mg,48mg,2mcg,2.9mg
margarine-(corn),719,80.5g,14g,0,24.1g,38.8g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(80%25-fat-stick),705,78.77g,14.787g,19.686g,23.097g,37.201g,0mg,654mg,1.94g,0g,0,0.18g,0,3mg,0.12mg,18mg,0,0
margarine-(approx-48%25-fat-tub),424,47.53g,8.792g,4.422g,20.235g,16.416g,1mg,646mg,0.86g,0g,0,0.2g,0,4mg,0.21mg,36mg,0,0mg
manhattan-style-clam-chowder-(dry-dehydrated),345,8.2g,1.39g,0,2.62g,3.79g,0mg,7070mg,57.46g,0,0,10.94g,0,133mg,9.1mg,1050mg,268mcg,22mg
maraschino-cherries-(drained-canned),165,0.21g,0.039g,0,0.055g,0.049g,0mg,4mg,41.97g,3.2g,38.77g,0.22g,0,54mg,0.43mg,21mg,2mcg,0mg
marble-cake-(dry-mix-pudding-type),416,11.7g,2.45g,0,3.779g,4.75g,0mg,519mg,79.3g,2.9g,57.59g,3.4g,0,76mg,1.62mg,123mg,1mcg,0mg
maple-sugar,354,0.2g,0.036g,0,0.1g,0.064g,0mg,11mg,90.9g,0g,84.87g,0.1g,0,90mg,1.61mg,274mg,0mcg,0mg
maple-syrup,261,0.2g,0.036g,0,0.1g,0.064g,0mg,9mg,67.09g,0g,59.52g,0g,0,67mg,1.2mg,204mg,0mcg,0mg
margarine-(corn-hydrogenated-soybean-and-cottonseed-with-salt),719,80.5g,15g,0,25.1g,36.8g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(corn-hydrogenated-soybean-and-cottonseed-without-salt),714,80.3g,15g,0,25g,36.7g,0mg,2mg,0.5g,0g,0g,0.5g,0,17mg,0mg,25mg,819mcg,0.1mg
margarine-(corn-hydrogenated),719,80.5g,13.2g,0,18g,45.8g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(corn-hydrogenated-soybean-and-cottonseed),719,80.5g,19.8g,0,25.1g,32g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-and-cottonseed),719,80.5g,0,0,14.6g,47.3g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(fat-free-tub),44,3.04g,2.128g,0.168g,0.422g,0.356g,0mg,580mg,4.34g,0g,0g,0.1g,0,8mg,0.08mg,36mg,993mcg,0mg
margarine-(hydrogenated-soybean-and-cottonseed-safflower),719,80.5g,14.4g,0,32.3g,30.3g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-and-cottonseed-soybean),719,80.5g,15.6g,0,20.2g,41.2g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-and-palm),719,80.5g,15.1g,0,29.8g,32g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-and-cottonseed-soybean-2),719,80.5g,15.6g,0,25.3g,36.1g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-and-palm-palm),719,80.5g,17.5g,0,28.2g,31.2g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-and-cottonseed-sunflower),719,80.5g,11.9g,0,36.6g,28.5g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-cottonseed),719,80.5g,16.3g,0,19.9g,40.7g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(hydrogenated-soybean-safflower),719,80.5g,13.3g,0,40.7g,23g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(liquid-hydrogenated-soybean-cottonseed),721,80.6g,13.2g,0,35.8g,28.1g,0mg,781mg,0g,0g,0g,1.9g,0,66mg,0mg,94mg,819mcg,0.4mg
margarine-(regular),714,80.3g,15g,0,25g,36.7g,0mg,2mg,0.5g,0g,0g,0.5g,0,17mg,0mg,25mg,819mcg,0.1mg
margarine-(regular-with-salt),719,80.5g,15.8g,0,25.4g,35.8g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0.06mg,42mg,819mcg,0.2mg
margarine-(liquid-spread-salted-fat-free),43,3g,0.416g,0,1.764g,0.74g,1mg,833mg,2.5g,0g,0g,1.5g,0,38mg,0.03mg,50mg,819mcg,0.3mg
margarine-(industrial-partially-hydrogenated-soy-cottonseed-non-dairy-for-flaky-pastries),714,80.2g,20.442g,24.747g,9.265g,46.692g,0mg,879mg,0g,0g,0g,1.9g,0,66mg,0mg,94mg,1032mcg,0.4mg
margarine-(industrial-partially-hydrogenated-soy-and-soy-baking-sauces-and-candy),714,80g,0,0,0,0,0mg,886mg,0.71g,0g,0g,0.18g,0,3mg,0.12mg,18mg,0,0
margarine-(soybean-hydrogenated),719,80.5g,16.7g,0,20.9g,39.3g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(soybean-hydrogenated-and-regular),719,80.5g,13.1g,0,26.2g,37.6g,0mg,943mg,0.9g,0g,0g,0.9g,0,30mg,0mg,42mg,819mcg,0.2mg
margarine-(regular-80%25-fat-with-salt-stick),705,78.77g,14.787g,19.686g,23.097g,37.201g,0mg,654mg,1.94g,0g,0g,0.18g,0,3mg,0.12mg,18mg,819mcg,0mg
margarine-(regular-80%25-fat-with-salt-tub),716,80.4g,12.97g,0,27.85g,36.06g,0mg,1079mg,0.6g,0g,0g,0.8g,0,26mg,0mg,38mg,819mcg,0.1mg
margarine-(regular-80%25-fat-stick),719,80.5g,15.52g,0,22.34g,39.02g,0mg,2mg,0.9g,0g,0g,0.9g,0,17mg,0mg,25mg,819mcg,0.1mg
margarine-(regular-80%25-fat-tub),716,80.4g,12.97g,0,27.85g,36.06g,0mg,28mg,0.5g,0g,0g,0.8g,0,26mg,0mg,38mg,819mcg,0.1mg
margarine-(spread-approx-40%25-fat-hydrogenated-soybean-and-cottonseed),345,38.8g,7.2g,0,11.4g,18.4g,0mg,960mg,0.4g,0g,0g,0.5g,0,18mg,0mg,25mg,819mcg,0.1mg
margarine-(spread-approx-40%25-fat-hydrogenated-soybean-and-palm-palm),345,38.8g,10.1g,0,12.8g,14.1g,0mg,960mg,0.4g,0g,0g,0.5g,0,18mg,0mg,25mg,819mcg,0.1mg
margarine-(spread-approx-60%25-fat-hydrogenated-soybean-and-cottonseed-tub),540,60.8g,12g,0,7.1g,38.9g,0mg,994mg,0g,0g,0g,0.6g,0,21mg,0mg,30mg,819mcg,0.1mg
margarine-(spread-approx-60%25-fat-hydrogenated-corn-corn),345,38.8g,6.4g,0,16.3g,14.5g,0mg,960mg,0.4g,0g,0g,0.5g,0,18mg,0mg,25mg,819mcg,0.1mg
margarine-(spread-approx-40%25-fat-hydrogenated-soybean),345,38.8g,6.5g,0,13.8g,16.7g,0mg,960mg,0.4g,0g,0g,0.5g,0,18mg,0mg,25mg,819mcg,0.1mg
margarine-(spread-approx-40%25-fat-hydrogenated-soybean-cottonseed),345,38.8g,8.3g,0,14.5g,14.2g,0mg,960mg,0.4g,0g,0g,0.5g,0,18mg,0mg,25mg,819mcg,0.1mg
margarine-(vegetable-oil-spread-60%25-fat-stick),518,58.34g,10.399g,13.587g,15.348g,27.429g,0mg,785mg,0.14g,0g,0g,0.6g,0,21mg,0mg,30mg,819mcg,0.1mg
margarine-(vegetable-oil-spread-60%25-fat-tub-bottle),531,60g,9.685g,0.183g,33.41g,13.116g,1mg,785mg,0g,0g,0g,0.6g,0,21mg,0mg,30mg,819mcg,0.1mg
margarine-(vegetable-oil-spread-60%25-fat-stick-tub-bottle),526,59.17g,10.042g,6.885g,24.686g,20.316g,1mg,785mg,0g,0g,0g,0.6g,0,21mg,0mg,30mg,819mcg,0.1mg
margarine-(vegetable-oil-spread-60%25-fat-no-salt-tub-bottle),519,58.34g,10.399g,13.587g,15.348g,27.429g,0mg,2mg,0.14g,0g,0g,0.6g,0,21mg,0mg,30mg,819mcg,0.1mg
margarine-(vegetable-oil-spread-60%25-fat-no-salt-stick),531,60g,9.685g,0.183g,33.41g,13.116g,1mg,28mg,0g,0g,0g,0.6g,0,21mg,0mg,30mg,819mcg,0.1mg
margarine-(spread-made-with-yogurt-salted-stick),630,70g,13.3g,0,14g,39.9g,0mg,590mg,0.5g,0g,0g,0.3g,0,20mg,0.01mg,25mg,819mcg,0.1mg
margarine-(spread-made-with-yogurt-reduced-calorie-about-40%25-fat-salted-tub),330,35g,7g,0,16.8g,9.8g,0mg,630mg,2g,0g,0g,2g,0,50mg,0.02mg,64mg,819mcg,0.2mg
margarine-(vegetable-oil-spread-70%25-fat-soybean-and-hydrogenated-soybean),619,69.4g,12.623g,19.227g,16.299g,36.733g,0mg,700mg,1.13g,0,0,0.21g,0,7mg,0.12mg,46mg,0,0
margarine-like-spread-(40%25-fat),345,38.8g,7.7g,0,13.8g,15.7g,0mg,960mg,0.4g,0g,0g,0.5g,0,18mg,0mg,25mg,819mcg,0.1mg
margarine-butter-blend-(60%25-corn-oil-and-40%25-butter),718,80.7g,28.442g,0,15.947g,32.76g,88mg,897mg,0.65g,0g,0g,0.88g,0,28mg,0.06mg,36mg,819mcg,0.1mg
margarine-(vegetable-oil-20%25-fat),175,19.5g,2.87g,0,8.04g,7.48g,0mg,733mg,0.4g,0g,0g,0g,0,0mg,0mg,25mg,819mcg,0mg
margarine-(vegetable-oil-20%25-fat-without-salt),175,19.5g,2.87g,0,8.04g,7.48g,0mg,0mg,0.4g,0g,0g,0g,0,0mg,0mg,25mg,819mcg,0mg
margarine-like-spread-(sweetened-stick-or-tub),534,52g,8.35g,0,23.8g,17g,0mg,542mg,16.7g,0g,16.7g,0g,0,0mg,0mg,30mg,819mcg,0mg
margarine-like-spread-with-salt-(40%25-fat-reduced-calorie-stick),356,40g,6.081g,0,13.272g,18.887g,0mg,994mg,0g,0g,0g,0.6g,0,21mg,0mg,30mg,819mcg,0.1mg
margarine-like-spread-with-salt-(70%25-fat-liquid),621,70g,10.641g,0,23.226g,33.053g,0mg,994mg,0g,0g,0g,0.29g,0,21mg,0mg,30mg,819mcg,0.1mg
marjoram-(dried),271,7.04g,0.529g,0,4.405g,0.94g,0mg,77mg,60.56g,40.3g,4.09g,12.66g,0,1990mg,82.71mg,1522mg,403mcg,51.4mg
marshmallow-mateys-malt-o-meal-cereals-ready-to-eat,394,3.6g,0.719g,0,1.3g,1.42g,1mg,735mg,83.3g,4.6g,42.8g,7.2g,4mcg,457mg,19.3mg,197mg,892mcg,29.7mg
mars-almond-bar-mandm-mars-candies,467,23g,7.268g,0,3.98g,10.693g,17mg,170mg,62.7g,2g,52.1g,8.1g,0,168mg,1.1mg,325mg,15mcg,0.7mg
mars-milky-way-bar-mandm-mars-candies,423,16.1g,7.79g,0,0.6g,6.02g,14mg,240mg,71.7g,1.7g,60.66g,4.5g,0,130mg,0.76mg,241mg,18mcg,1mg
marshmallow-cream-toppings,322,0.3g,0.056g,0,0.047g,0.08g,0mg,80mg,79g,0.1g,46.8g,0.8g,0,3mg,0.22mg,5mg,0mcg,0mg
mashed-potatoes-(dehydrated-without-milk),354,0.39g,0.1g,0,0.172g,0.008g,0mg,107mg,81.21g,6.9g,3.52g,8.35g,0,25mg,1.2mg,1084mg,1mcg,83.6mg
mashed-potatoes-(dehydrated-whole-milk-and-butter-added),97,5.12g,3.182g,0.175g,0.228g,1.31g,14mg,163mg,10.81g,0.8g,1.63g,1.79g,0mcg,32mg,0.16mg,165mg,43mcg,10.1mg
mashed-potatoes-(dry-form-granules-dehydrated-without-milk),372,0.54g,0.138g,0,0.238g,0.011g,0mg,67mg,85.51g,7.1g,3.63g,8.22g,0,41mg,1.09mg,703mg,1mcg,37mg
martini-(from-recipe),243,0g,0g,0,0g,0g,0mg,3mg,2.04g,0g,0.19g,0.04g,0,1mg,0.04mg,16mg,0mcg,0mg
martha-whites-artificial-blueberry-muffin-mix-martha-white-foods,404,8.8g,2.141g,0,1.043g,4.298g,0,858mg,76.1g,0,32g,5.1g,0,0,0,0,0,0
marshmallows,318,0.2g,0.056g,0,0.047g,0.08g,0mg,80mg,81.3g,0.1g,57.56g,1.8g,0,3mg,0.23mg,5mg,0mcg,0mg
masa-corn-flour-(enriched),365,3.78g,0.532g,0,1.724g,0.997g,0mg,5mg,76.27g,9.6g,0.64g,9.34g,0,141mg,7.21mg,298mg,0mcg,0mg
mashed-potato-(commercial),83,1.21g,0.479g,0,0.292g,0.351g,2mg,227mg,16.12g,0,0,2.31g,0,21mg,0.47mg,294mg,11mcg,0.4mg
mashed-potatoes-(from-granules-dehydrated-whole-milk-and-butter-added),108,4.96g,3.056g,0,0.227g,1.405g,14mg,257mg,14.36g,2.2g,0,2.05g,0,35mg,0.19mg,144mg,43mcg,6mg
mashed-potatoes-(dry-form-granules-with-milk),358,1.1g,0.461g,0,0.285g,0.152g,2mg,82mg,77.7g,6.9g,3.53g,10.9g,0,142mg,3.5mg,1848mg,18mcg,16mg
mashed-potatoes-(from-granules-dehydrated-water-and-margarine-added),116,4.79g,1.21g,0,1.345g,1.955g,2mg,171mg,16.08g,1.3g,1.77g,2.19g,0mcg,34mg,0.2mg,157mg,47mcg,6.5mg
mashed-potatoes-(whole-milk-added),83,0.57g,0.253g,0,0.055g,0.104g,2mg,302mg,17.53g,1.5g,1.51g,1.92g,0mcg,24mg,0.27mg,298mg,4mcg,6.2mg
mashed-potatoes-(from-granules-whole-milk-and-margarine),108,4.93g,1.284g,0,1.363g,2.041g,3mg,263mg,14.4g,2.2g,0,2.05g,0,35mg,0.19mg,145mg,44mcg,6mg
mashed-potatoes-(from-flakes-whole-milk-and-margarine),113,5.6g,1.46g,0,1.551g,2.307g,4mg,332mg,15.02g,2.3g,0,1.9g,0,49mg,0.22mg,233mg,46mcg,9.7mg
mashed-potatoes-(whole-milk-and-butter-added),113,4.22g,2.078g,0.149g,0.16g,0.851g,11mg,317mg,16.77g,1.5g,1.43g,1.87g,0mcg,24mg,0.26mg,286mg,35mcg,6mg
mashed-potatoes-(whole-milk-and-margarine-added),113,4.19g,1.001g,0,1.215g,1.74g,1mg,333mg,16.91g,1.5g,1.44g,2g,0mcg,22mg,0.26mg,328mg,41mcg,10.5mg
mayonnaise,390,33.4g,4.9g,0,18g,9g,26mg,711mg,23.9g,0g,6.4g,0.9g,0,14mg,0.2mg,9mg,21mcg,0mg
mature-red-chili-hot-peppers-(canned),21,0.6g,0.08g,0,0.074g,0.411g,0mg,25mg,3.9g,0.7g,2.55g,0.9g,0,9mg,0.5mg,564mg,23mcg,30mg
mashu-roots-(alaska-native),135,2.4g,0,0,0,0,0,0,22.6g,0,0,5.8g,0,0,0,0,0,11mg
mayonnaise-(low-calorie-or-diet-low-sodium),231,19.2g,3.3g,0,10.6g,4.5g,24mg,110mg,16g,0g,4.2g,0.3g,0,0mg,0mg,10mg,0mcg,0mg
mcchicken-sandwich-mcdonalds,289,16.21g,2.606g,0.552g,6.206g,4.4g,31mg,519mg,26.86g,0.8g,3.77g,10.17g,0,87mg,1.65mg,170mg,0,0.9mg
mcchicken-sandwich-(without-mayonnaise)-mcdonalds,240,9.02g,1.556g,0.578g,2.024g,2.965g,27mg,523mg,29.31g,0.9g,4.05g,11.11g,0,95mg,1.77mg,186mg,0,1mg
mayonnaise-(reduced-calorie-or-diet-cholesterol-free),333,33.3g,4.618g,0,19.5g,7.707g,0mg,733mg,6.7g,0g,4.2g,0.9g,0,0mg,0mg,67mg,0mcg,0mg
mayonnaise-(made-with-tofu),322,31.54g,2.921g,0,16.59g,5.246g,0mg,773mg,3.75g,1.1g,1.41g,5.84g,0,53mg,0.27mg,66mg,2mcg,0mg
mayonnaise-like-salad-dressing-(fat-free),84,2.7g,0.6g,0,0.063g,1.887g,9mg,788mg,15.5g,1.9g,10.3g,0.2g,0,6mg,0.12mg,49mg,0mcg,0mg
mayonnaise-(low-calorie),263,19g,2.962g,0,10.396g,4.628g,26mg,691mg,23.9g,0g,4.34g,0.9g,0,14mg,0.26mg,24mg,21mcg,0mg
mayonnaise-(no-cholesterol),688,77.8g,10.784g,0,45.539g,18.026g,0mg,486mg,0.3g,0g,0.3g,0g,0,7mg,0.23mg,14mg,0mcg,0mg
mayonnaise-salad-dressing-(diet-no-cholesterol),390,33.4g,5g,0,18g,9g,0mg,711mg,23.9g,0g,6.4g,0.9g,0,14mg,0.2mg,9mg,21mcg,0mg
mcdonaldland-chocolate-chip-cookies-mcdonalds,480,22.79g,11.373g,0.885g,1.305g,5.894g,65mg,293mg,66.24g,2g,33.86g,5.56g,0,34mg,3.89mg,194mg,129mcg,0
mcdonaldland-cookies-mcdonalds,447,15.35g,3.244g,4.329g,2.151g,8.087g,0,483mg,72.75g,1.6g,24.13g,6.56g,0,17mg,3.37mg,98mg,0mcg,0
mcflurry-with-mandms-candies-mcdonalds,177,6.46g,3.402g,0.281g,0.282g,1.67g,16mg,54mg,26.82g,0.2g,24.37g,4.02g,0,135mg,0.27mg,208mg,0,0
mcflurry-with-oreo-cookies-mcdonalds,165,5.66g,2.577g,0.565g,0.364g,1.716g,15mg,75mg,25.55g,0.1g,21.19g,3.97g,0,129mg,0.61mg,198mg,0,0
mcdoanlds-chicken-mcgrill-sandwich-(without-mayonnaise),150,2.46g,0.32g,0.073g,0.223g,0.499g,30mg,471mg,18.18g,1.4g,3.51g,13.88g,0,71mg,1.45mg,254mg,0,2.4mg
meat-and-poultry-frankfurter-(low-fat),127,2.8g,0.97g,0,0.36g,1.19g,44mg,983mg,8.4g,0.1g,0g,15.5g,0,12mg,0.91mg,261mg,1mcg,0.4mg
meat-and-vegetable-pizza-(frozen-cooked),276,14.43g,4.8g,0,2.511g,5.832g,16mg,555mg,25.14g,2.2g,0,11.28g,0,152mg,1.36mg,209mg,0,3.4mg
meat-and-vegetable-pizza-(rising-crust-frozen-cooked),271,11.75g,4.255g,0,1.836g,4.296g,19mg,640mg,28.78g,2.3g,0,12.63g,0,155mg,1.36mg,189mg,0,4.2mg
meat-drippings-(lard-beef-tallow-mutton-tallow),889,98.59g,44.79g,0,7.56g,41.77g,101mg,545mg,0g,0g,0g,0g,0,0mg,0mg,0mg,0mcg,0mg
meat-frankfurter-(heated),278,24.31g,0,0,0,0,73mg,1013mg,4.9g,0g,0,9.77g,0,99mg,1.22mg,141mg,0mcg,0mg
meat-frankfurter,290,25.76g,0,0,0,0,77mg,1090mg,4.17g,0g,0,10.26g,0,99mg,1.09mg,152mg,0mcg,0mg
meat-extender,313,2.97g,0.424g,0,1.657g,0.648g,0mg,10mg,38.32g,17.5g,0,38.11g,0,204mg,11.99mg,1902mg,2mcg,0mg
meat-or-poultry-gravy-(low-sodium),53,2.4g,1.003g,0,0.095g,1.068g,3mg,18mg,6.16g,0.3g,0.01g,3.8g,0,6mg,0.7mg,81mg,0mcg,0mg
meatless-bacon,310,29.52g,4.622g,0,15.441g,7.095g,0mg,1465mg,6.32g,2.6g,0g,10.68g,0,23mg,2.41mg,170mg,4mcg,0mg
meat-caribou-agutuk-(alaskan-ice-cream),258,18.6g,5.1g,0,3.6g,8.7g,89mg,95mg,0.9g,0,0,21.7g,0,16mg,4.55mg,228mg,0,2.2mg
meatless-chicken,224,12.73g,1.82g,0,7.273g,2.727g,0mg,709mg,3.64g,3.6g,0g,23.64g,0,35mg,3.27mg,54mg,0mcg,0mg
meatless-fish-sticks,290,18g,2.849g,0,9.332g,4.376g,0mg,490mg,9g,6.1g,0.8g,23g,0,95mg,2mg,600mg,0mcg,0mg
meatless-frankfurter,233,13.73g,1.961g,0,7.843g,3.922g,0mg,471mg,7.7g,3.9g,0g,19.61g,0,33mg,1.41mg,98mg,0mcg,0mg
meatless-luncheon-slices,189,11.11g,1.338g,0,4.383g,2.055g,0mg,711mg,4.44g,0g,2.22g,17.78g,0,41mg,1.8mg,200mg,0mcg,0mg
meatless-bacon-bits,476,25.9g,4.055g,0,13.548g,6.225g,0mg,1770mg,28.6g,10.2g,0g,32g,0,101mg,0.72mg,145mg,0mcg,1.9mg
meatless-spaghetti-sauce-(canned),48,0.9g,0.162g,0,0.51g,0.21g,0mg,590mg,8.7g,0,4.7g,1.2g,0,20mg,0.9mg,292mg,17mcg,3.9mg
medium-la-victoria-red-taco-sauce-la-victoria-sauce,42,0.42g,0,0,0,0,0mg,655mg,8.21g,0.6g,6.16g,1.34g,0,21mg,0.18mg,0,0,17.9mg
medium-la-victoria-green-taco-sauce-la-victoria-sauce,30,0.36g,0,0,0,0,0mg,634mg,5.82g,0.6g,2.39g,0.79g,0,8mg,0.05mg,0,0,4.8mg
meatless-sausage,257,18.16g,2.926g,0,9.279g,4.498g,0mg,888mg,9.84g,2.8g,0g,18.53g,0,63mg,3.72mg,231mg,0mcg,0mg
meatless-meatballs,197,9g,1.425g,0,4.666g,2.188g,0mg,550mg,8g,4.6g,1.25g,21g,0,25mg,2.16mg,180mg,0mcg,0mg
meatless-sandwich-spread,149,9g,1.425g,0,4.666g,2.188g,0mg,630mg,9g,3.3g,1.29g,8g,0,44mg,1.5mg,340mg,5mcg,0mg
medium-la-victoria-salsa-picante-la-victoria-sauce,28,0.34g,0,0,0,0,0mg,499mg,4.97g,0.5g,3.02g,1.22g,0,14mg,0.06mg,0,0,8.2mg
medium-la-victoria-salsa-suprema-la-victoria-sauce,26,0.26g,0,0,0,0,0mg,550mg,4.65g,0.8g,3.24g,1.16g,0,9mg,0.06mg,0,0,5.1mg
medium-la-victoria-thick-n-chunky-salsa-la-victoria-sauce,25,0.34g,0,0,0,0,0mg,525mg,4.39g,0.9g,3.12g,1.19g,0,19mg,0.15mg,0,0,14.3mg
medium-nacho-cheese-sauce-with-jalapeno-peppers-la-victoria-sauce,170,13.49g,3.739g,0,2.484g,6.323g,5mg,765mg,10.26g,0.3g,2.6g,1.82g,0,89mg,1.2mg,0,0,1.6mg
